Cleaning_Method,Surface_Roughness_nm,Defect_Density_per_cm2,Etch_Rate_nm_per_min,Interface_Trap_Density_cm2_eV,Fixed_Oxide_Charge_C_per_cm2,Minority_Carrier_Lifetime_us,PN_Junction_Leakage_A_per_cm2,Gate_Oxide_Breakdown_MV_per_cm,Pit_Density_per_cm2
HF Dip,0.5670772756770032,230469.83528723998,2.5353352987435644,247532553062.82874,3.4280133893245362e-06,45.55774572884002,4.987932204374322e-10,10.687141837321686,110.83883524440918
SC-1,1.1109661920772727,403393.190465307,13.170963675454813,601854912412.2373,5.918874711569715e-06,14.087819567604404,2.5024064058710653e-09,10.278869547328453,190.9847339910852
RCA-1,0.8599435847990716,232315.98507987923,8.76414537955593,270961013827.98642,3.856438306431872e-06,28.537237346430576,1.218647922915504e-09,10.782121351708831,272.54667828329826
Piranha,1.3485012319952756,666164.3407784072,13.149153352442186,511424711673.3521,4.351042875941587e-06,7.823016519356046,2.8417177981424802e-08,7.881812560841883,162.7904465713484
UV/Ozone,0.27110390902070747,13474.452502513188,0.4608316116120183,188163395098.0329,1.7390046271533862e-06,39.67757521088579,1.5570803927771827e-10,12.122390647853667,11.164057752860423
RCA-1,0.6746279189018556,401971.25134602643,9.203600204222816,436053832120.9476,3.225530189767733e-06,44.16403601426156,7.194731259350103e-09,9.393584257748106,87.86164505484663
SC-1,1.0425174092875074,654703.1496990845,9.819137399082642,527808104796.7944,4.35704744664711e-06,20.750576135030645,1.7938807618726837e-08,8.356742398211262,273.28143487230824
Piranha,1.4491899107049537,796096.2778216471,8.244204280360526,596206718241.8562,3.691407789565094e-06,14.606463140840134,1.3300102826259915e-08,7.902120040195552,664.964227038943
SC-1,1.215646045949542,303136.6938224328,12.81971539377584,546322917597.2572,2.5250514162157348e-06,19.68270702409307,1.1653890198548415e-08,8.613661837629106,362.11733562771633
SC-1,1.3221555143717625,481178.2945208875,10.35393272610228,462637522607.234,5.377132003873466e-06,19.22222312401863,9.152351588237458e-09,9.007681102068046,477.1682938766196
HF Dip,0.3659660535503932,197882.19562382507,2.120601982109476,267667017807.66815,3.5286786582597796e-06,47.23092436163962,6.304351936759992e-10,11.988506188809042,39.56553981541846
Piranha,1.0660213595834596,688353.9507167053,6.596135459669403,448170450109.14813,5.158392087806658e-06,19.36903137302654,2.149529813983678e-08,9.055664459407842,630.7818190597852
Piranha,1.4283004810630444,965356.5199887392,4.81017678253241,472388047421.44714,5.1844883489470275e-06,12.742728361270045,2.1364075700860888e-08,9.937099456736274,852.149321715026
HF Dip,0.5633116859329179,213947.83424684312,1.7608577646469714,123366523291.622,3.873828495006376e-06,38.60253852156859,8.467106591932767e-10,10.567221513565693,291.90817049800444
Piranha,1.6313417634741896,764135.1557181026,17.22056022672562,603247556963.7505,5.940069003668928e-06,16.09680190891846,1.8203832859415756e-08,6.709164407110494,631.5187255271469
HF Dip,0.5423196711441127,197099.3225732108,1.6959493715241551,224233761250.15842,4.162027477441531e-06,29.83666129397777,1.1528811151141176e-09,11.143560637662297,242.92270428472938
SC-1,0.748654116424556,321977.71800351865,7.779175917982965,554976601530.8164,7.375163128819829e-06,16.894434454493258,1.0960088357153452e-08,7.6960717195679305,668.5657810860362
RCA-1,0.9803517609913367,325457.9735626641,5.9638082118848015,309246661800.39197,3.1372015787192223e-06,32.667405707914774,6.880667988884588e-09,10.210110886286744,401.52745404962343
HF Dip,0.29236687261398975,235324.54440845037,2.1921617026056226,260582711288.70285,2.396812876590685e-06,40.70985002667748,1.8684659797272667e-09,11.463452002299794,158.04649669831704
HF Dip,0.5646993528937035,169759.6404277089,2.2740823679133757,226702647217.79736,4.258629393167765e-06,44.646638594127175,1.2882263939997705e-09,12.2570038666639,284.24776247309956
HF Dip,0.6487737474635873,298889.58909990103,2.319800036624355,61204229393.114136,3.310582453490975e-06,41.19266030506044,1.7589979278222774e-09,11.878402279210555,262.9035895174318
UV/Ozone,0.3131547883605763,79888.70462133107,0.44509066198861996,120649161636.28815,1.135646204337553e-06,28.55178407536029,1.45181746178829e-11,12.322859366597465,57.172081096060325
HF Dip,0.5757244356301638,202532.98065356497,2.0849167667382233,249395194120.55453,2.3645926221583595e-06,31.435445491115793,9.921116313162884e-10,11.668583157557023,119.67420175798526
HF Dip,0.43329991465716355,165915.85551713998,2.5757018156582325,223636190981.2766,3.5882875755024247e-06,26.972942242024267,1.7133061062820066e-10,11.735042537455817,196.85967629123172
UV/Ozone,0.4561279598955807,52986.48820213976,0.36801145897953247,110650858371.49437,2.2996846862611486e-06,47.436831063103575,1.2303971638506277e-10,11.7995069210518,20.864880055268276
Piranha,1.5565792151967568,813325.5098396041,14.5552912474806,605660544200.066,5.886581650507365e-06,20.795040430529227,1.9517407157436266e-08,7.000394383247483,739.0509276942091
HF Dip,0.3394052918418531,166301.48165400873,2.341968410674863,287971466492.9043,3.0356942471331404e-06,40.88638931765624,2.2205390292638052e-10,10.667733891753457,170.4483448115367
Piranha,1.1467672270630387,598578.2087106722,5.303567611612538,611224995208.3855,6.571894597282509e-06,10.378763139672966,2.544788179914591e-08,7.033396667833296,289.3945576062899
SC-1,0.7400406956591555,458840.7374755139,6.7100732759499975,443696924984.73566,5.849762137756873e-06,15.972791436226537,1.3912881785557169e-08,7.968948825113425,284.87184904924277
UV/Ozone,0.3282961165209123,100380.8749159079,0.6773729373165522,155184697873.1075,2.200265342299353e-06,41.42297376953106,1.0677273315949902e-10,12.022582927969415,105.78039001554885
UV/Ozone,0.14385426388479874,230734.66017293397,0.5263323251467278,80152915438.27625,1.9452496205784443e-06,60.694769808283354,3.408046896861578e-11,12.047598302291,58.35526259158782
RCA-1,0.6609699395574777,299617.27716698847,4.2998963962379335,270982541193.16275,3.8068752704007887e-06,33.88306204595778,3.6886774089328878e-09,9.219288936161243,118.25868382145035
UV/Ozone,0.44315677574492907,173110.70853902097,0.4142595868828342,68107972176.320786,1.1679135074169133e-06,48.7343066836061,8.182811099419744e-11,12.389525610066496,4.710151817951036
Piranha,1.1306521520642225,715276.2220370086,12.316688604687608,685493628695.998,6.563559162468477e-06,8.597503690861164,1.048654178605456e-08,6.631619098864448,186.03110638211524
Piranha,1.1322953900641437,607460.4593262002,10.647496127604091,678137415330.8733,6.643423158810489e-06,14.382040359327576,2.0775153773352246e-08,10.115202304137366,496.0708500621214
UV/Ozone,0.330580518853991,84702.3712450804,0.41230510839307877,81491791774.31488,1.5203723036797057e-06,55.38329603276177,9.287772912453153e-11,11.899823259997506,1.4213834814698885
Piranha,1.1077156007760678,580859.7928268887,13.832916519143097,762514594614.1194,5.335106200484145e-06,12.357137573853182,1.8730767666110703e-08,8.988350267749134,571.7532317051794
RCA-1,1.0651156100939598,185106.14585334458,8.302625890129617,309470140545.34607,3.516865209353873e-06,35.74642728554362,6.4247879221811615e-09,9.935343660484415,238.80576869943175
SC-1,1.1286959705628041,532780.1841794371,9.76505980414309,484043666052.41656,5.287214503213275e-06,19.69528988759549,1.6350702236635816e-08,8.77584324865485,448.0130982898478
SC-1,0.6425135113340986,436242.20615355833,13.71131825233855,473195314916.84393,5.537923844482852e-06,15.7441875200178,9.042814475101983e-09,8.827601431269276,511.5034439101283
RCA-1,0.880082537633408,283317.3417297463,8.304833041880011,336827931795.1909,3.04730292631118e-06,41.08622156968871,6.22620036493501e-09,11.173123986773053,224.5235507467646
SC-1,1.083159935898791,460208.79014091584,12.347736642525932,327677174928.3677,6.797539387125905e-06,18.215642359872007,1.2728286617350138e-08,9.150818206332595,448.9058427624461
UV/Ozone,0.24692600974193274,150137.49082761497,0.29065120271888645,127419140422.23859,2.2904260814956034e-06,66.67524252282979,1.7819350358206533e-10,11.91237031097015,6.434129546043813
HF Dip,0.5610562636011053,152181.15242638125,2.074161516838617,203644439593.7009,1.0945881261020111e-06,38.912377182221256,1.3212809702273072e-09,10.823036832518929,120.52065146696296
SC-1,0.950029647281119,582713.4962558455,14.824898607854513,583991750326.2587,6.512673441169625e-06,14.554474377556897,1.936876734340349e-08,8.737596228142172,331.6620368585472
HF Dip,0.5734627841713995,143838.89414109185,3.0337235369037074,246804116522.01904,3.8071107564184593e-06,32.639762553224145,5.237281483880356e-10,11.10736307271932,263.7415800607238
UV/Ozone,0.38128826471653005,144780.47224354668,0.2791424741723999,133033698577.64359,3.0655660548004354e-06,54.509268427893765,8.497513926511564e-12,12.002925896897663,20.315551038375713
RCA-1,0.6298824011210868,228070.75012149816,6.467068935661448,274834163098.39886,2.920723495577293e-06,26.74622882880388,5.720348702280673e-09,9.560093282309843,648.448600391017
HF Dip,0.6080065091316886,308134.5337874328,1.895857448452502,294462274248.5343,3.119393696643113e-06,53.92112343016774,1.4469133862752761e-09,9.905266755612164,151.49018965290844
UV/Ozone,0.4054324974904078,163355.6511312937,0.6766773319370437,147451215626.0208,1.2264374365016435e-06,47.37235188620629,1.5162049632950517e-11,12.074328738145741,26.3016144135362
HF Dip,0.2154982746650363,327931.2501876479,1.7913576258167143,235539452425.0977,3.0043796812672646e-06,26.03949993273769,3.7026816667166026e-10,10.63590759297669,62.56321547578422
RCA-1,0.46228091329236504,355700.16312580655,5.989469116089639,201737585816.9129,3.92151204495044e-06,29.853198925591197,5.1752674528757026e-09,9.133629546771589,14.278169892435812
RCA-1,0.8925523600852642,369243.2085703108,8.10586033903393,354899994916.7141,3.517243268921669e-06,38.23657886841973,2.8296756670501664e-09,8.65400299202582,166.9153908242212
HF Dip,0.476094082569137,162702.32829779564,1.770746856961095,126691145365.59589,2.398839590192918e-06,46.272400738457605,1.3104072427439392e-09,11.172357727073317,121.01563943371944
SC-1,1.1287262550906676,568889.6666607932,10.823941610837334,439637956398.09094,5.708859575367141e-06,22.114092873383306,5.584282957995629e-09,9.644452033411042,117.25146582769861
HF Dip,0.5796273891909658,251388.46426980785,1.9399792036535761,205203669912.8943,3.6181043805434584e-06,42.28845004032626,8.659105690017108e-10,10.978050700017802,123.09419260102422
RCA-1,0.7571061272772242,419752.87948166614,10.366239114663415,357511773242.2633,3.027138735403311e-06,31.12537522646369,3.512655650598254e-09,9.872790198756512,336.0085393945078
RCA-1,0.8150239112135935,251395.70835897388,8.403860688784532,310656429437.5369,3.3496286701368743e-06,31.966558057844313,4.880370470476684e-09,10.799065592647562,319.35446422064285
SC-1,0.8598130807014113,395481.12333978404,10.188801627307942,718104257548.3253,3.129672828600703e-06,22.9601814776044,3.497498543369114e-09,10.84683202831532,615.1141885034438
RCA-1,0.6341859177325728,339660.4120087245,9.439698318415493,204658373499.74847,3.7703591924100687e-06,28.543847038530423,5.1723748329772346e-09,10.520436816720071,300.4222598457411
UV/Ozone,0.28763503741079693,125248.49907314201,0.8447392551334524,135650811485.54688,2.162899806820313e-06,51.24769521043213,4.936634381157045e-11,11.48635156146227,59.700695944407755
HF Dip,0.33567306511434114,271014.2157939023,1.4283995083177494,171011368262.93085,2.761200890080033e-06,41.882281438304034,7.399798675928724e-10,11.230228049051256,14.132816030543438
HF Dip,0.29351471844588406,234278.93251658176,2.5301408005605297,210430894989.031,3.2588927610157613e-06,41.18769387518516,1.0286618065538068e-09,12.186359162005706,62.1684471930199
RCA-1,0.5941540379247605,191165.67174566264,9.143961515876564,55653561828.93179,2.5323395820340297e-06,41.03803040921866,4.573733478756794e-09,11.286489788822642,273.57190409911533
UV/Ozone,0.20920621739715778,48939.78305348912,0.3468619316121697,117902445408.02925,1.3164896333927999e-06,57.046947433049795,8.601941414563558e-11,12.371484376727734,55.55353443223254
Piranha,0.9564477171755118,666210.9483039877,9.642453192085723,653373763488.87,7.226870786930483e-06,13.00715352565556,1.741151395337189e-08,7.665222073636364,732.4584458687394
Piranha,1.3064129294362006,817124.6520392749,16.737880364436215,803665667019.006,4.796537464881082e-06,16.222347604740115,2.2340997646699498e-08,7.86687133420435,622.2219346744832
Piranha,1.114904414064695,752069.1564846255,6.919775553144808,456735883098.3054,5.125130975406021e-06,7.529662015383221,2.0559365034372127e-08,8.477403962871358,527.2212303560717
Piranha,0.8317444495777047,611087.0600283256,14.634794341269673,515667091998.8739,5.105464664112063e-06,13.68424771936045,1.3653331698661256e-08,8.138606173282666,811.8186367912253
UV/Ozone,0.2683835650055145,95481.04286784575,0.7145361543600217,114860844688.57396,1.890819091828844e-06,42.36014384508414,1.7119738560930281e-10,11.282209285474014,48.21252462484589
SC-1,1.2179757401443376,356364.9042126206,10.831471346400223,423819199942.0083,4.908350009388205e-06,20.04261419944227,8.450547465695373e-09,10.139957300254213,855.9151745787835
Piranha,1.2280993205193425,652038.4727700403,14.514768187064597,587482620315.9897,6.4388113473133665e-06,11.769908968891869,1.7175264785437328e-08,9.450513087172787,343.62444889687634
UV/Ozone,0.2969157604773374,158402.3671709614,0.5414478076262459,120222279376.49399,9.172517233713015e-07,56.58520090213195,1.1446733450526329e-10,12.20222607916945,51.21459647834095
Piranha,1.5955192754056668,568205.2682410304,14.29045341216316,496654133592.163,5.388485840464371e-06,19.394326592924585,1.92375970229689e-08,8.976142694136929,718.3226487286998
RCA-1,0.9430448472875927,360212.0054865999,7.7851707375523445,197347083652.99863,4.190317920067985e-06,5.149017591831207,5.029721997471841e-09,8.4321118863851,344.45885557618664
SC-1,0.7936704947968843,598106.3507628477,6.739809158885745,436386804109.69934,4.092862587548277e-06,20.951015327085184,6.086548674230867e-09,9.466036227427345,436.4591242138896
Piranha,1.475875941682094,630969.2806232658,4.6034770908981955,769194256607.5376,4.356168597656469e-06,18.117842125036248,2.1100571880005148e-08,8.345498518658333,453.9061811721695
SC-1,1.0731182920449271,435697.7346086896,10.771523958199207,546660525771.27466,5.416236992071999e-06,23.527372862148646,1.101205222719702e-08,9.911700687192615,460.9700718597809
RCA-1,0.9984028968040759,263861.0791603615,8.65485335518462,308414638706.35767,3.6427017984794933e-06,11.97515102829998,3.041550651060984e-09,9.85392787277993,424.260897536297
RCA-1,0.6706450002653901,243015.92442167707,8.256314876623467,324187950633.08716,3.2433708392114287e-06,19.293026275559768,3.558379273080955e-09,9.309663620137373,411.56071518838775
SC-1,0.9623101835739863,382416.5012061771,10.861771937400379,499712389734.0999,4.963402707083753e-06,19.57888351736303,1.2097620542130707e-08,9.92443402195851,599.3230396967704
SC-1,1.202426637964462,354861.7548891683,9.895569590048673,528821078764.01636,6.317393017600106e-06,21.546223151251514,8.171806050143404e-09,8.884203313737844,569.038046775906
HF Dip,0.5286904496448319,163526.75322308275,1.5333418798865388,197931497234.6961,3.043606739462274e-06,38.559161823468834,8.489812323762847e-10,11.598249910098714,177.3941881029462
RCA-1,0.7664860831707956,350385.161297982,8.276695899554642,251036472470.3226,4.858132841991778e-06,46.20879228142903,6.900405646673722e-09,11.06033750569787,310.19287936242756
RCA-1,0.6633728782036743,320432.9839387142,7.043420871100371,327318732563.1101,3.3698071707468805e-06,38.8521419323822,4.934951010201213e-09,9.752226458787115,380.73310685262294
Piranha,1.2723080490307705,739165.0107672389,17.932514511895256,593990083024.2557,4.987661272156888e-06,17.60016789220308,1.7814981146505464e-08,8.286417885118203,570.944390115562
Piranha,1.308815048090496,745986.4293086851,10.32698130230574,687125514411.9836,5.128118647955636e-06,16.076861345532308,1.958141775160545e-08,8.438485487325673,666.2866599778067
RCA-1,1.2634338685244704,229798.96803691585,8.559915338683654,171659774515.33527,4.690691874123472e-06,15.606420523456027,3.6269454022457118e-09,10.001098344160816,183.33718273873083
RCA-1,0.7471913922896791,224790.6188351791,7.106799658740581,492493165570.6199,3.2236610525815753e-06,34.28727574488906,8.2617896376311e-09,9.590488539006213,223.97063567825256
